angle,reflectance
70.06219,1
70.12313,1
70.18404,1
70.244934,1
70.30579,1
70.366646,1
70.42746,1
70.488266,1
70.54904,1
70.60979,1
70.67052,1
70.731224,1
70.79191,1
70.85257,1
70.91321,1
70.97383,1
71.034424,1
71.095,1
71.155556,1
71.21608,1
71.27659,1
71.33708,1
71.39754,1
71.457985,1
71.51841,1
71.578804,1
71.63919,1
71.69954,1
71.75988,1
71.8202,1
71.88049,1
71.94077,1
72.00103,1
72.06126,1
72.12147,1
72.18166,1
72.24183,1
72.301994,1
72.36212,1
72.42223,1
72.48232,1
72.5424,1
72.602455,1
72.66248,1
72.7225,1
72.78249,1
72.84247,1
72.90242,1
72.96235,1
73.02227,1
73.08216,1
73.142044,1
73.201904,1
73.26174,1
73.32156,1
73.38137,1
73.441154,1
73.500916,1
73.56067,1
73.6204,1
73.68011,1
73.73979,1
73.79947,1
73.85912,1
73.91877,1
73.97838,1
74.03799,1
74.09757,1
74.15714,1
74.21668,1
74.276215,1
74.33574,1
74.395226,1
74.45471,1
74.514175,1
74.573616,1
74.63305,1
74.69247,1
74.751854,1
74.81123,1
74.8706,1
74.92994,1
74.989265,1
75.04858,1
75.10787,1
75.16715,1
75.22641,1
75.28567,1
75.344894,1
75.404106,1
75.4633,1
75.52249,1
75.58166,1
75.64081,1
75.69994,1
75.75906,1
75.81817,1
75.87726,1
75.93633,1
75.99539,1
76.05443,1
76.11346,1
76.17248,1
76.23147,1
76.29045,1
76.34943,1
76.40838,1
76.467316,1
76.52624,1
76.58515,1
76.64404,1
76.70293,1
76.761795,1
76.82065,1
76.87949,1
76.93831,1
76.997116,1
77.05592,1
77.1147,1
77.17347,1
77.23223,1
77.29097,1
77.34969,1
77.40842,1
77.46711,1
77.525795,1
77.58447,1
77.643135,1
77.70178,1
77.76042,1
77.81904,1
77.87765,1
77.93624,1
77.99483,1
78.0534,1
78.11195,1
78.1705,1
78.229034,1
78.28755,1
78.34606,1
78.404564,1
78.46304,1
78.521515,1
78.57997,1
78.63842,1
78.69685,1
78.75528,1
78.81369,1
78.872086,1
78.93047,1
78.98885,1
79.04722,1
79.10557,1
79.16392,1
79.222244,1
79.28056,1
79.33887,1
79.39716,1
79.455444,1
79.513725,1
79.57199,1
79.63024,1
79.688484,1
79.74671,1
79.80493,1
79.863144,1
79.92134,1
79.97954,1
80.037704,1
80.09587,1
80.15403,1
80.21219,1
80.27032,1
80.328445,1
80.38656,1
80.44467,1
80.50277,1
80.56085,1
80.61893,1
80.677,1
80.735054,1
80.793106,1
80.85114,1
80.90917,1
80.96719,1
81.0252,1
81.083206,1
81.1412,1
81.19918,1
81.25716,1
81.31512,1
81.37307,1
81.43102,1
81.48896,1
81.54688,1
81.604805,1
81.66272,1
81.72063,1
81.77852,1
81.8364,1
81.89428,1
81.952156,1
82.01002,1
82.06787,1
82.12572,1
82.18355,1
82.24138,1
82.2992,1
82.35702,1
82.41482,1
82.47262,1
82.5304,1
82.58819,1
82.645966,1
82.70373,1
82.76149,1
82.819244,1
82.87699,1
82.93472,1
82.99246,1
83.050186,1
83.107895,1
83.1656,1
83.223305,1
83.281006,1
83.33869,1
83.39638,1
83.454056,1
83.51172,1
83.56938,1
83.62704,1
83.684685,1
83.742325,1
83.79996,1
83.8576,1
83.91522,1
83.97283,1
84.03045,1
84.08805,1
84.14565,1
84.20324,1
84.260826,1
84.31841,1
84.37599,1
84.433556,1
84.49112,1
84.548676,1
84.60624,1
84.66378,1
84.72133,1
84.77886,1
84.836395,1
84.89392,1
84.95144,1
85.00896,1
85.06647,1
85.12398,1
85.18147,1
85.238976,1
85.29647,1
85.35395,1
85.41144,1
85.46891,1
85.52639,1
85.583855,1
85.64132,1
85.698784,1
85.75623,1
85.81368,1
85.87113,1
85.92857,1
85.98601,1
86.04345,1
86.10088,1
86.15831,1
86.21573,1
86.27315,1
86.33056,1
86.38798,1
86.44538,1
86.50279,1
86.56019,1
86.617584,1
86.67498,1
86.732376,1
86.78976,1
86.84714,1
86.90452,1
86.9619,1
87.01927,1
87.076645,1
87.13402,1
87.19138,1
87.24875,1
87.30611,1
87.363464,1
87.42082,1
87.47817,1
87.53552,1
87.592865,1
87.650215,1
87.70756,1
87.7649,1
87.822235,1
87.87957,1
87.93691,1
87.99424,1
88.05157,1
88.108894,1
88.16622,1
88.22355,1
88.28087,1
88.33819,1
88.39551,1
88.45283,1
88.51014,1
88.56746,1
88.62477,1
88.68208,1
88.73939,1
88.7967,1
88.854004,1
88.911316,1
88.96863,1
89.025925,1
89.08323,1
89.14053,1
89.19783,1
89.255135,1
89.31244,1
89.369736,1
89.42703,1
89.48433,1
89.541626,1
89.59893,1
89.65623,1
89.71352,1
89.77081,1
89.82812,1
89.88541,1
89.9427,1
