angle,reflectance
52.410496,0.9026056
52.48277,0.902552
52.554974,0.9024979
52.6271,0.90244347
52.699165,0.90238893
52.77116,0.90233415
52.843082,0.902279
52.91494,0.9022238
52.98673,0.9021683
53.05845,0.9021125
53.130104,0.90205646
53.20169,0.9020001
53.27321,0.90194356
53.34466,0.9018868
53.41605,0.9018298
53.487366,0.9017725
53.558624,0.9017149
53.629814,0.9016572
53.700935,0.901599
53.771996,0.90154064
53.842995,0.9014821
53.913925,0.90142334
53.98479,0.9013641
54.05559,0.90130484
54.126335,0.9012451
54.197014,0.90118533
54.267628,0.9011251
54.338177,0.90106475
54.408665,0.90100396
54.479095,0.90094304
54.54946,0.9008819
54.619762,0.90082026
54.690006,0.9007586
54.760185,0.90069646
54.83031,0.9006343
54.900368,0.9005717
54.97037,0.9005089
55.04031,0.90044576
55.110188,0.90038216
55.18001,0.9003186
55.249775,0.9002546
55.319477,0.9001905
55.389122,0.900126
55.458714,0.900061
55.52824,0.89999604
55.59771,0.8999308
55.66712,0.89986503
55.736477,0.8997991
55.80578,0.8997328
55.87502,0.8996663
55.944202,0.89959955
56.01333,0.89953244
56.0824,0.89946526
56.151424,0.89939755
56.22038,0.8993296
56.289288,0.89926136
56.358135,0.8991928
56.426933,0.899124
56.49567,0.8990549
56.564354,0.89898556
56.632984,0.89891577
56.701565,0.8988458
56.770092,0.8987755
56.83856,0.8987049
56.906975,0.89863396
56.975334,0.89856267
57.043648,0.8984912
57.111904,0.8984194
57.18011,0.89834726
57.248264,0.89827484
57.31636,0.89820206
57.384415,0.89812905
57.45241,0.8980556
57.52035,0.897982
57.58825,0.8979081
57.656086,0.89783365
57.723885,0.8977591
57.791626,0.8976842
57.85931,0.8976089
57.926952,0.8975334
57.99455,0.8974575
58.062088,0.8973813
58.129574,0.8973048
58.197018,0.897228
58.264412,0.89715075
58.331757,0.8970733
58.399055,0.8969955
58.466297,0.89691746
58.5335,0.8968389
58.600647,0.89676005
58.667755,0.896681
58.734806,0.89660156
58.80181,0.8965217
58.868767,0.8964417
58.93568,0.8963612
59.00255,0.8962804
59.069363,0.89619917
59.136135,0.89611787
59.202858,0.8960361
59.269543,0.89595383
59.33617,0.89587134
59.402756,0.8957885
59.469296,0.8957053
59.535797,0.8956218
59.602245,0.89553785
59.668648,0.8954539
59.735004,0.8953693
59.80132,0.8952844
59.86759,0.8951992
59.93382,0.8951135
60.000004,0.8950276
60.06614,0.8949413
60.132236,0.89485466
60.198284,0.8947674
60.26429,0.89468014
60.33025,0.8945924
60.396168,0.8945043
60.46205,0.8944159
60.52788,0.8943271
60.59367,0.89423776
60.659416,0.89414835
60.725124,0.89405847
60.790787,0.8939682
60.85641,0.89387757
60.92199,0.89378655
60.987526,0.8936951
61.05303,0.8936034
61.11848,0.8935112
61.18389,0.89341867
61.24927,0.8933259
61.314594,0.8932325
61.37989,0.893139
61.44514,0.8930448
61.51035,0.89295053
61.575523,0.8928559
61.640656,0.89276063
61.705738,0.89266515
61.77079,0.8925692
61.8358,0.8924728
61.900776,0.89237624
61.965702,0.892279
62.030598,0.89218163
62.09545,0.89208376
62.160267,0.89198554
62.225044,0.89188683
62.289783,0.89178777
62.354477,0.89168835
62.41914,0.8915885
62.48376,0.8914883
62.548347,0.8913877
62.612892,0.8912866
62.677402,0.8911851
62.74187,0.89108336
62.80631,0.8909812
62.870705,0.89087856
62.935066,0.8907754
62.99939,0.89067185
63.06368,0.890568
63.12793,0.89046365
63.19214,0.8903591
63.256317,0.8902539
63.320457,0.89014846
63.38456,0.8900425
63.448635,0.8899361
63.512665,0.8898294
63.57666,0.8897222
63.64062,0.88961446
63.70455,0.8895065
63.768444,0.88939804
63.8323,0.88928914
63.89612,0.8891799
63.959908,0.88907015
64.02366,0.88896
64.08738,0.8888494
64.151054,0.8887383
64.21471,0.88862693
64.27832,0.88851506
64.341896,0.8884027
64.40545,0.88829
64.46896,0.88817674
64.53244,0.88806313
64.59589,0.8879491
64.659294,0.8878346
64.72268,0.88771963
64.786026,0.8876043
64.849335,0.8874885
64.91261,0.88737226
64.97586,0.8872555
65.039085,0.88713837
65.102264,0.8870208
65.16541,0.8869027
65.22853,0.88678426
65.29162,0.8866652
65.354675,0.8865459
65.417694,0.886426
65.48068,0.8863057
65.54364,0.88618505
65.60657,0.8860637
65.66947,0.8859421
65.73234,0.8858199
65.795166,0.88569725
65.85797,0.88557434
65.92074,0.8854507
65.98348,0.88532686
66.046196,0.8852024
66.10888,0.8850776
66.171524,0.88495225
66.23414,0.8848263
66.29673,0.8847001
66.35929,0.88457334
66.42182,0.8844461
66.48432,0.88431853
66.54679,0.8841902
66.60924,0.88406163
66.671646,0.8839326
66.734024,0.883803
66.79638,0.88367295
66.8587,0.8835424
66.921,0.8834113
66.98326,0.88328
67.04551,0.883148
67.10771,0.8830156
67.16989,0.8828827
67.23204,0.8827493
67.29417,0.88261545
67.35626,0.8824812
67.41833,0.8823464
67.48037,0.8822111
67.54237,0.8820752
67.60436,0.881939
67.66631,0.88180226
67.72825,0.88166505
67.790146,0.8815273
67.85202,0.88138914
67.91387,0.8812504
67.97569,0.88111126
68.03748,0.8809716
68.09925,0.8808315
68.16099,0.88069093
68.222694,0.88054967
68.28438,0.8804081
68.34605,0.88026595
68.40768,0.8801235
68.46928,0.8799804
68.53087,0.8798369
68.59242,0.8796929
68.653946,0.87954843
68.71545,0.87940323
68.776924,0.87925786
68.83838,0.8791119
68.89981,0.8789654
68.961205,0.8788183
69.02258,0.87867093
69.08394,0.878523
69.145256,0.8783746
69.20656,0.8782256
69.26783,0.8780762
69.32909,0.87792647
69.39031,0.8777759
69.45151,0.8776251
69.51269,0.8774738
69.57384,0.87732184
69.63497,0.8771696
69.69607,0.87701666
69.75715,0.87686336
69.81821,0.8767096
69.879234,0.87655544
69.94025,0.87640065
70.00123,0.87624544
70.06219,0.8760897
70.12313,0.87593347
70.18404,0.8757769
70.244934,0.87561977
70.30579,0.8754621
70.366646,0.875304
70.42746,0.8751455
70.488266,0.8749864
70.54904,0.8748268
70.60979,0.87466687
70.67052,0.87450635
70.731224,0.87434554
70.79191,0.87418413
70.85257,0.8740222
70.91321,0.8738599
70.97383,0.87369704
71.034424,0.8735337
71.095,0.8733702
71.155556,0.87320596
71.21608,0.8730413
71.27659,0.8728763
71.33708,0.87271076
71.39754,0.87254477
71.457985,0.8723783
71.51841,0.8722116
71.578804,0.87204427
71.63919,0.8718765
71.69954,0.8717083
71.75988,0.8715397
71.8202,0.8713708
71.88049,0.8712013
71.94077,0.87103146
72.00103,0.87086105
72.06126,0.87069035
72.12147,0.8705193
72.18166,0.87034774
72.24183,0.87017596
72.301994,0.87000346
72.36212,0.86983085
72.42223,0.86965764
72.48232,0.86948407
72.5424,0.8693102
72.602455,0.8691359
72.66248,0.86896133
72.7225,0.8687862
72.78249,0.86861086
72.84247,0.868435
72.90242,0.86825895
72.96235,0.8680825
73.02227,0.86790574
73.08216,0.8677286
73.142044,0.8675511
73.201904,0.86737317
73.26174,0.8671951
73.32156,0.86701655
73.38137,0.86683786
73.441154,0.8666588
73.500916,0.8664794
73.56067,0.86629987
73.6204,0.8661199
73.68011,0.86593974
73.73979,0.86575913
73.79947,0.8655784
73.85912,0.86539733
73.91877,0.86521614
73.97838,0.86503476
74.03799,0.8648529
74.09757,0.864671
74.15714,0.86448896
74.21668,0.86430657
74.276215,0.864124
74.33574,0.8639413
74.395226,0.86375844
74.45471,0.8635752
74.514175,0.86339206
74.573616,0.8632088
74.63305,0.8630253
74.69247,0.86284167
74.751854,0.8626579
74.81123,0.8624742
74.8706,0.86229026
74.92994,0.8621062
74.989265,0.86192226
75.04858,0.8617381
75.10787,0.86155397
75.16715,0.8613698
75.22641,0.86118555
75.28567,0.8610014
75.344894,0.86081725
75.404106,0.86063313
75.4633,0.8604491
75.52249,0.86026514
75.58166,0.86008114
75.64081,0.8598974
75.69994,0.85971355
75.75906,0.85953
75.81817,0.8593464
75.87726,0.85916317
75.93633,0.85898006
75.99539,0.85879713
76.05443,0.8586143
76.11346,0.858432
76.17248,0.85824966
76.23147,0.85806763
76.29045,0.857886
76.34943,0.85770464
76.40838,0.8575237
76.467316,0.85734296
76.52624,0.8571626
76.58515,0.8569828
76.64404,0.8568033
76.70293,0.85662436
76.761795,0.8564457
76.82065,0.8562677
76.87949,0.8560902
76.93831,0.85591316
76.997116,0.85573673
77.05592,0.85556096
77.1147,0.8553857
77.17347,0.85521114
77.23223,0.8550374
77.29097,0.8548642
77.34969,0.85469174
77.40842,0.8545201
77.46711,0.8543494
77.525795,0.85417926
77.58447,0.8540101
77.643135,0.85384184
77.70178,0.85367465
77.76042,0.85350823
77.81904,0.85334283
77.87765,0.8531785
77.93624,0.85301536
77.99483,0.85285324
78.0534,0.85269225
78.11195,0.85253245
78.1705,0.8523739
78.229034,0.8522166
78.28755,0.85206056
78.34606,0.8519061
78.404564,0.85175276
78.46304,0.851601
78.521515,0.8514507
78.57997,0.8513018
78.63842,0.85115457
78.69685,0.85100895
78.75528,0.850865
78.81369,0.8507228
78.872086,0.85058236
78.93047,0.8504438
78.98885,0.85030705
79.04722,0.85017216
79.10557,0.85003936
79.16392,0.84990853
79.222244,0.8497798
79.28056,0.84965324
79.33887,0.8495289
79.39716,0.8494067
79.455444,0.84928703
79.513725,0.8491696
79.57199,0.8490547
79.63024,0.8489424
79.688484,0.8488325
79.74671,0.8487253
79.80493,0.84862095
79.863144,0.8485193
79.92134,0.8484205
79.97954,0.8483247
80.037704,0.8482319
80.09587,0.84814215
80.15403,0.84805536
80.21219,0.84797204
80.27032,0.847892
80.328445,0.8478154
80.38656,0.84774226
80.44467,0.8476726
80.50277,0.8476067
80.56085,0.84754455
80.61893,0.8474862
80.677,0.8474318
80.735054,0.84738135
80.793106,0.84733486
80.85114,0.8472928
80.90917,0.847255
80.96719,0.8472215
81.0252,0.8471926
81.083206,0.84716827
81.1412,0.8471485
81.19918,0.8471337
81.25716,0.84712374
81.31512,0.84711885
81.37307,0.8471192
81.43102,0.8471247
81.48896,0.8471354
81.54688,0.8471518
81.604805,0.8471738
81.66272,0.8472014
81.72063,0.84723496
81.77852,0.84727436
81.8364,0.84731996
81.89428,0.8473718
81.952156,0.84743
82.01002,0.8474946
82.06787,0.8475659
82.12572,0.84764403
82.18355,0.847729
82.24138,0.84782094
82.2992,0.8479201
82.35702,0.84802675
82.41482,0.8481407
82.47262,0.84826237
82.5304,0.84839195
82.58819,0.84852934
82.645966,0.8486749
82.70373,0.8488287
82.76149,0.8489909
82.819244,0.8491616
82.87699,0.8493413
82.93472,0.84952986
82.99246,0.84972733
83.050186,0.8499342
83.107895,0.8501506
83.1656,0.8503764
83.223305,0.8506123
83.281006,0.8508581
83.33869,0.8511139
83.39638,0.8513803
83.454056,0.85165715
83.51172,0.8519447
83.56938,0.8522433
83.62704,0.8525529
83.684685,0.8528739
83.742325,0.8532064
83.79996,0.85355055
83.8576,0.8539068
83.91522,0.8542752
83.97283,0.85465586
84.03045,0.85504913
84.08805,0.8554551
84.14565,0.8558742
84.20324,0.8563063
84.260826,0.8567519
84.31841,0.8572113
84.37599,0.85768425
84.433556,0.8581715
84.49112,0.858673
84.548676,0.8591891
84.60624,0.85971975
84.66378,0.86026555
84.72133,0.8608266
84.77886,0.8614029
84.836395,0.86199504
84.89392,0.86260295
84.95144,0.8632271
85.00896,0.8638674
85.06647,0.8645245
85.12398,0.8651983
85.18147,0.8658893
85.238976,0.86659735
85.29647,0.86732316
85.35395,0.86806655
85.41144,0.86882806
85.46891,0.86960757
85.52639,0.87040573
85.583855,0.8712226
85.64132,0.87205815
85.698784,0.872913
85.75623,0.87378705
85.81368,0.87468076
85.87113,0.87559426
85.92857,0.8765278
85.98601,0.8774814
86.04345,0.8784555
86.10088,0.8794503
86.15831,0.880466
86.21573,0.8815027
86.27315,0.8825606
86.33056,0.88364017
86.38798,0.88474107
86.44538,0.885864
86.50279,0.8870089
86.56019,0.88817596
86.617584,0.88936543
86.67498,0.89057744
86.732376,0.89181197
86.78976,0.8930695
86.84714,0.89434993
86.90452,0.89565337
86.9619,0.8969804
87.01927,0.89833045
87.076645,0.8997042
87.13402,0.90110147
87.19138,0.90252256
87.24875,0.90396726
87.30611,0.90543604
87.363464,0.90692854
87.42082,0.90844506
87.47817,0.9099858
87.53552,0.9115505
87.592865,0.91313946
87.650215,0.9147525
87.70756,0.9163897
87.7649,0.91805094
87.822235,0.91973644
87.87957,0.9214459
87.93691,0.9231794
87.99424,0.924937
88.05157,0.9267185
88.108894,0.9285238
